75;4532.00;9.50;768.00;big
76;4690.00;13.30;1041.00;big
76;4818.00;9.50;1117.00;big
77;4712.00;9.50;1191.00;small
77;4725.00;9.50;1289.00;small
78;4879.00;9.50;937.00;big
78;4871.00;9.50;789.00;big
79;5006.00;9.50;1471.00;big
79;4908.00;9.50;1320.00;big
80;4689.00;9.50;798.00;big
80;4703.00;9.50;711.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;4950.00;9.50;481.00;small
82;4959.00;9.50;401.00;small
83;5421.00;9.50;360.00;big
83;5280.00;9.50;520.00;big
84;5203.00;9.57;738.00;big
84;4909.00;9.50;637.00;big
84;5043.00;9.50;764.00;big
84;5168.00;10.63;567.00;big
85;3617.00;9.50;169.00;big
85;3870.00;9.50;200.00;big
86;5519.00;9.50;154.00;big
86;5251.00;9.50;123.00;big
87;5096.00;9.50;1464.00;big
87;5132.00;9.50;1655.00;big
88;5500.00;9.50;1730.00;big
88;116.00;9.50;1877.00;big
89;829.00;9.50;1528.00;small
89;901.00;9.50;1366.00;small
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4634.00;9.50;393.00;big
92;4734.00;9.50;449.00;big
93;4773.00;9.50;618.00;big
93;4677.00;14.18;606.00;big
94;5024.00;10.50;1059.00;big
94;5127.00;9.50;921.00;big
95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;5452.00;10.38;746.00;big
97;78.00;9.50;670.00;big
98;4945.00;9.50;79.00;big
98;4744.00;9.50;68.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3535.00;9.50;845.00;small
100;3366.00;9.50;1062.00;small
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3381.00;9.50;244.00;small
103;3457.00;9.50;353.00;small
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;272.00;9.50;1162.00;big
105;432.00;9.50;1007.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1439.00;9.50;995.00;small
107;1515.00;9.50;919.00;small
108;1564.00;9.50;261.00;big
108;1610.00;9.50;494.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1173.00;9.50;690.00;big
110;1198.00;9.50;914.00;big
111;688.00;9.50;1135.00;big
111;892.00;9.50;1047.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;642.00;9.50;1686.00;big
114;342.00;9.50;1730.00;big
115;748.00;9.50;1471.00;big
115;578.00;9.50;1448.00;big
116;3698.00;16.48;1139.00;big
116;3545.00;14.38;1280.00;big
116;3613.00;16.60;1186.00;big
116;3705.00;11.48;1242.00;big
117;1485.00;10.40;1392.00;small
117;1598.00;10.10;1552.00;small
117;1559.00;10.70;1474.00;small
118;938.00;9.73;1477.00;big
118;907.00;12.75;1633.00;big
119;1292.00;10.00;1409.00;big
119;1189.00;13.00;1439.00;big
120;1138.00;12.40;1649.00;big
120;1226.00;13.38;1553.00;big
121;1708.00;10.90;1827.00;big
121;1887.00;10.20;1769.00;big
121;1586.00;10.40;1642.00;big
121;1430.00;10.55;1721.00;big
122;907.00;12.95;1811.00;big
122;1201.00;10.90;1809.00;big
123;1238.00;13.70;1184.00;small
123;1249.00;12.95;1244.00;small
124;1603.00;17.00;887.00;big
124;1729.00;9.70;989.00;big
125;2180.00;10.70;737.00;big
125;2128.00;11.98;566.00;big
125;2026.00;10.70;504.00;big
126;2803.00;13.88;1219.00;small
126;3020.00;10.20;1167.00;small
126;2958.00;10.80;1220.00;small
126;3094.00;10.13;1142.00;small
126;3159.00;10.10;1185.00;small
126;2893.00;11.98;1235.00;small
127;2892.00;10.70;907.00;small
127;2853.00;10.95;1175.00;small
127;3144.00;9.70;1130.00;small
127;2610.00;12.80;952.00;small
127;3076.00;11.23;967.00;small
127;2737.00;11.15;1020.00;small
127;2982.00;11.13;1125.00;small
128;3270.00;9.80;1142.00;big
128;3307.00;11.25;1067.00;small
128;3310.00;10.48;942.00;big
129;3292.00;13.00;1301.00;big
129;3418.00;14.43;1310.00;big
130;3239.00;10.10;1523.00;big
130;3325.00;9.70;1450.00;big
130;3381.00;9.85;1474.00;big
130;3313.00;9.80;1518.00;small
131;3344.00;10.00;1605.00;big
131;3283.00;9.80;1588.00;big
132;3331.00;9.82;1811.00;big
132;3313.00;10.30;1689.00;big
133;3400.00;10.03;1558.00;big
133;3425.00;10.00;1661.00;big
133;3477.00;9.90;1604.00;big
134;3474.00;12.90;1371.00;small
134;3532.00;11.25;1336.00;small
135;3439.00;9.73;1437.00;big
135;3519.00;10.38;1424.00;big
136;3774.00;9.70;1513.00;big
136;3986.00;10.18;1443.00;big
136;3785.00;9.90;1347.00;big
137;3524.00;9.93;1539.00;big
137;3478.00;10.25;1493.00;big
137;3599.00;9.60;1482.00;big
137;3609.00;9.70;1561.00;big
138;3713.00;16.13;1573.00;small
138;3721.00;12.43;1664.00;small
139;3074.00;14.13;278.00;big
139;3142.00;12.40;155.00;big
139;3242.00;13.85;227.00;big
140;2717.00;11.18;838.00;big
140;2938.00;10.73;790.00;big
140;2576.00;9.95;863.00;big
140;2837.00;11.03;806.00;big
141;4239.00;10.38;1057.00;big
141;4167.00;10.30;1045.00;big
142;4464.00;9.82;855.00;big
142;4410.00;9.90;943.00;big
143;4642.00;13.07;1362.00;big
143;4617.00;9.70;1280.00;big
144;4460.00;13.03;1304.00;big
144;4480.00;12.93;1201.00;big
145;4051.00;12.63;1302.00;big
145;4189.00;13.65;1384.00;big
146;4012.00;21.05;1219.00;big
146;4120.00;19.33;1118.00;big
146;4198.00;21.95;1152.00;big
147;3989.00;10.32;1822.00;big
147;4343.00;12.05;1950.00;big
148;4841.00;10.70;1579.00;big
148;4931.00;10.45;1469.00;big
149;4497.00;10.73;1635.00;big
149;4899.00;10.15;1773.00;big
150;3395.00;10.50;1755.00;big
150;3479.00;9.90;1737.00;big
150;3654.00;9.90;1829.00;big
151;4069.00;10.40;1644.00;big
151;4180.00;11.10;1600.00;big
151;4268.00;10.75;1709.00;big
152;4544.00;13.65;1457.00;big
152;4275.00;13.30;1499.00;big
152;4411.00;13.63;1446.00;big
153;3948.00;9.80;1029.00;big
153;4053.00;10.15;1084.00;big
154;4882.00;11.28;1209.00;big
154;4991.00;12.10;1283.00;big
155;4715.00;10.98;1481.00;big
155;4834.00;11.85;1416.00;big
155;4750.00;11.85;1359.00;big
156;4705.00;10.50;183.00;small
156;4928.00;9.50;180.00;small
157;5475.00;12.55;62.00;big
157;5566.00;11.55;162.00;big
158;4525.00;12.10;534.00;small
158;4698.00;10.38;511.00;small
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4699.00;10.50;903.00;big
160;4748.00;10.78;777.00;big
161;2466.00;9.80;1899.00;small
161;2545.00;13.15;1895.00;small
162;3812.00;13.85;1207.00;big
162;3884.00;18.85;1231.00;big
163;1936.00;10.10;918.00;big
163;1825.00;9.85;649.00;big
163;1747.00;9.80;801.00;big
164;4610.00;9.70;1191.00;big
164;4651.00;11.15;1112.00;big
165;4452.00;13.25;1079.00;big
165;4546.00;10.00;1036.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;4932.00;11.78;600.00;big
167;5027.00;12.98;555.00;big
167;5108.00;11.73;523.00;big
168;3036.00;9.50;1383.00;small
169;2950.00;12.55;1335.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;815.00;9.60;1749.00;small
171;387.00;9.50;1901.00;small
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2865.00;9.50;1701.00;small
173;2901.00;9.50;1649.00;small
174;2882.00;9.50;1747.00;small
174;2955.00;9.50;1921.00;small
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
179;329.00;9.50;445.00;big
179;461.00;11.63;366.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
181;3518.00;12.32;341.00;big
182;2701.00;16.25;1170.00;small
182;2629.00;12.28;1102.00;small
182;2746.00;12.53;1220.00;small
183;3218.00;11.30;829.00;big
183;3260.00;12.65;660.00;big
184;3034.00;11.07;709.00;big
184;3037.00;12.25;484.00;big
184;3161.00;11.75;535.00;big
185;3366.00;13.80;516.00;big
185;3293.00;13.85;360.00;big
186;4784.00;13.80;1327.00;small
186;4804.00;12.10;1260.00;small
187;4377.00;9.90;660.00;small
187;4435.00;9.70;596.00;small
188;4359.00;11.05;781.00;small
188;4400.00;10.07;704.00;small
189;4308.00;11.65;1025.00;small
189;4305.00;10.63;933.00;small
190;3861.00;11.28;1093.00;big
190;3934.00;9.90;1175.00;big
191;3048.00;9.50;1916.00;small
191;3187.00;11.55;1983.00;small
192;3107.00;11.45;1887.00;big
192;3047.00;11.40;1793.00;big
193;4797.00;11.40;397.00;small
193;4887.00;10.20;433.00;small
194;5081.00;10.05;131.00;small
194;5078.00;10.30;308.00;small
195;4679.00;10.70;281.00;small
195;4930.00;10.00;279.00;small
196;3612.00;10.00;982.00;small
196;3466.00;11.88;1059.00;small
197;1647.00;11.53;1593.00;small
197;1740.00;10.40;1655.00;small
198;1473.00;10.78;1550.00;big
198;1394.00;10.30;1432.00;big
198;1366.00;13.75;1617.00;big
199;1054.00;16.02;1461.00;small
199;1012.00;15.45;1562.00;small
200;4382.00;19.50;1189.00;big
200;4307.00;21.15;1226.00;big
201;1741.00;17.00;485.00;small
201;1604.00;17.08;741.00;small
201;1730.00;9.50;606.00;small
202;3215.00;9.50;1272.00;small
203;3637.00;9.50;1061.00;small
204;1060.00;9.88;1353.00;small
204;1175.00;15.60;1291.00;small
205;1321.00;10.07;1137.00;small
205;1400.00;9.93;1141.00;small
206;3071.00;9.50;1649.00;small
207;2985.00;9.50;1662.00;small
208;2835.00;9.95;1516.00;big
208;2790.00;9.80;1470.00;big
209;2728.00;12.10;1355.00;big
209;2684.00;14.00;1354.00;big
210;2758.00;11.93;1291.00;big
210;2703.00;11.15;1292.00;big
211;3083.00;9.70;1584.00;big
211;3135.00;10.35;1601.00;big
212;3058.00;10.00;1547.00;big
212;3094.00;10.73;1528.00;big
213;3227.00;10.60;1605.00;big
213;3186.00;10.30;1583.00;big
